Sample,Month,Season,Year,Zone,Station,Batch,SecchiDiskDepth,Silica,Sulfate,Temperature,Turbidity,Alkalinity,Ammonia,Pheophytin.a,Chlorophyll.a,TotalDepth,DissolvedOxygen,Nitrate.Nitrite,Phosphate.Ortho,Phosphate.Total,pH,Total.Nitrogen,TN.TP.ratio,Microcystis.Abundance,Microcystin.RR,Microcystin.WR,Microcystin.YR,Microcystin,Microcystin.HILR,Microcystin.HTYR,Microcystin.LA,Microcystin.LF,Microcystin.LR,Microcystin.LW,Microcystin.LY,Anatoxin.a,Cylindrospermopsin,S,N,H,J,inv.D
S308_6_21,6,wet,3,Pelagic,S308,PAIS2,0,0,0,27.1,28.7,105,0.064,4.68,20.6,0,7.12,0.062,0.04,0.154,8,3.21,20.844,0.000981736,-0.1,-0.5,-0.25,0,-0.25,-0.25,-0.1,-0.1,0.77,-0.25,-0.1,-0.25,-0.1,849,76774,6.10904984,0.905841671,250.257298
S77_3_19,3,dry,1,Inflow,S77,LO22,0,0,0,24.6,11.4,113,0.056,1.56,12,0,5.65,0.281,0.036,0.098,7.6,1.62,16.531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,299,17743,5.228425449,0.917196247,131.8021503
S77_4_19,4,dry,1,Inflow,S77,LO22,0,0,24.9,23.4,14.9,111,0.084,1.21,17.5,0.5,6.4,0.104,0.022,0.098,7.7,1.57,16.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,267,15510,5.110852832,0.914735166,114.7234211
S77_5_19,5,wet,1,Inflow,S77,LO22,0,0,0,27.5,11.4,114,0.023,1.69,47.3,1.25,6.36,0.032,-0.002,0.127,7.9,1.78,14.016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,17689,4.861087445,0.877252527,70.45039765
S77_6_19,6,wet,1,Inflow,S77,ELIZA2,0,0,0,30.2,8.3,118,0.074,0.699,8.3,1.03,4.42,0.197,0.04,0.093,7.6,1.4,15.054,0.000224346,0,0,0,0,0,0,0,0,0,0,0,0,0,834,70695,6.034791125,0.897202158,228.9153228
S77_7_19,7,wet,1,Inflow,S77,LO310,0,0,45,29.7,8.2,68,0.298,2.62,27,0.87,2.45,0.059,0.032,0.137,7.4,2.59,18.905,9.15E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,623,35162,5.897959745,0.916608455,207.0703013
S77_8_19,8,wet,1,Inflow,S77,ELIZA2,0,0,0,28.4,4.1,198,0.363,1.26,6.93,0,2.08,0.201,0.078,0.12,7.2,1.94,16.167,0.000174092,0,0,0,0,0,0,0,0,0,0,0,0,0,821,104583,5.689670435,0.847872862,104.2533017
S77_10_19,10,wet,1,Inflow,S77,LO310,0,6.45,14.8,28.1,4.1,81,0.075,0.544,8.5,0,4.81,0.086,0.059,0.114,7.5,1.82,15.965,3.95E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,334,11725,5.338362361,0.918642719,126.9878273
S77_11_19,11,dry,1,Inflow,S77,ELIZA23,0,0,0,27,5,109,0.052,0.601,6.7,0,5.2,0.092,0.04,0.076,7.5,1.22,16.053,0.000148965,0,0,0,0,0,0,0,0,0,0,0,0,0,409,11508,5.462066389,0.908268225,142.7915951
S77_12_19,12,dry,1,Inflow,S77,ELIZA23,0,0,0,22.1,5.8,110,0.021,1.16,11.6,0,7.15,0.029,0.01,0.053,7.8,1.19,22.453,0.000626373,0,0,0,0,0,0,0,0,0,0,0,0,0,237,16914,4.740664717,0.86697377,57.75057169
S77_1_20,1,dry,2,Inflow,S77,ELIZA2,0,1.98,27.3,20.2,3.7,85,0.064,0.851,16,0,7.45,0.161,0.005,0.037,7.5,1.41,38.108,0.00836181,0,0,0,0,0,0,0,0,0,0,0,0,0,445,35760,5.151669775,0.844802726,48.20644239
S77_2_20,2,dry,2,Inflow,S77,ELIZA2,0,0,0,18.1,7.1,113,0.052,0.816,14.6,0,7.85,0.153,0.019,0.059,7.8,1.23,20.847,0.000624578,0,0,0,0,0,0,0,0,0,0,0,0,0,682,57111,5.775724951,0.885164552,167.2089031
S77_4_20,4,dry,2,Inflow,S77,UNK,0,0,26.2,25,10.2,115,0.083,0.949,6.94,0.9,5.79,0.107,0.034,0.084,7.6,1.32,15.714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111,15106,4.391746889,0.932523352,65.69747254
S77_6_20,6,wet,2,Inflow,S77,UNK,0,0,0,29.3,4.4,67,0.26,2.33,54.4,0.58,3.51,0.072,0.092,0.134,7.5,1.93,14.403,0,-0.25,-0.5,-0.25,0,0,0,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,126,20204,4.375321123,0.904686949,55.10022153
S77_7_20,7,wet,2,Inflow,S77,UNK,0,10.1,17,30.4,3.9,94,0.334,0.653,3.85,0,1.74,0.032,0.128,0.187,7.5,2.23,11.925,0,-0.25,-0.5,-0.25,0,0,0,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,724,38891,5.899191614,0.895881321,184.8469375
S77_8_20,8,wet,2,Inflow,S77,UNK,0,0,0,30.3,2.6,55,0.049,0.437,3.92,0,3.12,0.328,0.084,0.123,7.8,1.9,15.447,0,-0.25,-0.5,-0.25,0,0,0,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,574,39256,5.581061446,0.878543529,135.3783841
S77_9_20,9,wet,2,Inflow,S77,UNK,0,0,0,30.6,2.1,60,0.219,1.25,6.58,0,1.32,0.101,0.095,0.148,7,1.77,11.959,0.000184861,-0.25,-0.5,-0.25,0,0,0,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,788,77482,5.877761351,0.881289907,179.3453903
S77_10_20,10,wet,2,Inflow,S77,UNK,0,0,17.2,26.8,1.6,104,0.123,0.439,9.44,0,2.87,0.038,0.055,0.091,7.3,1.23,13.516,0,-0.25,-0.5,-0.25,0,0,0,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,505,55827,4.981868098,0.800356869,35.90299816
S77_12_20,12,dry,2,Inflow,S77,PAIS2,0,0,0,20,6.4,98,0.032,0.553,4.44,0,5.34,0.111,0.041,0.088,7.5,1.12,12.727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,513,65631,5.132815886,0.822530288,64.90675431
S77_2_21,2,dry,3,Inflow,S77,PAIS3,0,0,0,19.7,6.6,102,0.027,0.619,6.46,0,5.41,0.038,0.016,0.059,7.2,1.14,19.322,6.46E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,725,64964,5.672770835,0.861315364,140.5099636
S77_3_21,3,dry,3,Inflow,S77,PAIS1,0,0,0,24,24.7,100,0.045,2.39,12,0,4.94,0.144,0.042,0.084,7.4,1.19,14.167,0.000145376,0,0,0,0,0,0,0,0,0,0,0,0,0,858,48982,6.006484617,0.88924303,193.5958385
S77_4_21,4,dry,3,Inflow,S77,PAIS3,0,9.56,20.5,21.2,10.7,106,0.028,0.684,5.94,0,5.13,0.132,0.044,0.095,7.4,1.23,12.947,0.000292547,0,0,0,0,0,0,0,0,0,0,0,0,0,747,42849,5.683464572,0.85903999,129.2714833
S77_5_21,5,wet,3,Inflow,S77,PAIS1,0,0,0,27.5,12.3,104,0.055,0.8,9.81,0,4.52,0.05,0.045,0.103,7.5,0.878,8.524,0.000317673,-0.1,-0.5,-0.25,0,-0.25,-0.25,-0.1,-0.1,0.52,-0.25,-0.1,-0.25,-0.1,729,45444,5.891687342,0.893807488,199.8752192
S77_6_21,6,wet,3,Inflow,S77,PAIS2,0,0,0,29.3,11.5,111,0.008,0.757,23.6,0,5.61,0.093,0.05,0.174,7.6,1.28,7.356,0.000640731,-0.1,-0.5,-0.25,0,-0.25,-0.25,-0.1,-0.1,12,-0.25,-0.1,-0.25,-0.1,678,76718,5.874506984,0.901115855,205.7977679
S77_7_21,7,wet,3,Inflow,S77,PAIS2,0,6.56,21.2,28.3,6.3,94,0.26,2.6,50.3,0,2.42,0.056,-0.002,0.109,7.4,2.17,19.908,0.000201014,-0.1,-0.5,-0.25,0,-0.25,-0.25,-0.1,-0.1,-0.25,-0.25,-0.1,-0.25,-0.1,638,63887,5.739120126,0.888637274,156.406138
S77_8_21,8,wet,3,Inflow,S77,PAIS3,0,0,0,30.4,5.1,97,0.792,1.08,27,0,1.04,0.026,0.195,0.181,7.8,2.5,13.812,0.000111275,-0.1,-0.5,-0.25,0,-0.25,-0.25,-0.1,-0.1,-0.25,-0.25,-0.1,-0.25,-0.1,842,53586,6.040852763,0.896830471,208.6880727
S77_9_21,9,wet,3,Inflow,S77,PAIS3,0,0,0,29.2,3.2,56,0.127,0.256,2.55,0,1.9,0.102,0.096,0.142,6.8,1.82,12.817,9.87E-05,-0.1,-0.5,-0.25,0,-0.25,-0.25,-0.1,-0.1,-0.25,-0.25,-0.1,-0.25,-0.1,776,66446,5.91950587,0.88959576,207.4777305
S77_10_21,10,wet,3,Inflow,S77,PAIS3,0,8.69,1.2,27.3,3.2,35,0.072,0.598,7.88,0,0.47,-0.005,0.045,0.127,7.3,1.53,12.047,5.03E-05,-0.1,-0.5,-0.25,0,-0.25,-0.25,-0.1,-0.1,-0.25,-0.25,-0.1,-0.25,-0.1,432,73165,4.746664576,0.782190456,40.41142249
S79_3_19,3,dry,1,S79,S79,LO22,0,8.15,26.7,24.9,3,128,0.019,0.395,5.49,0,8.49,0.107,0.044,0.109,7.8,1.34,12.294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,234,30181,4.496924313,0.824318902,32.55055788
S79_4_19,4,dry,1,S79,S79,ELIZA2,0,7.52,27.9,24.1,2.8,130,0.012,0.681,13.7,0,9.7,0.03,0.02,0.078,8.4,1.18,15.128,0.001360432,0,0,0,0,0,0,0,0,0,0,0,0,0,621,95319,5.634831251,0.876153191,133.4020699
S79_6_19,6,wet,1,S79,S79,ELIZA2,0,5.31,23.5,29.7,3.6,154,0.006,0.892,25.4,0,6.43,-0.005,0.092,0.168,7.9,1.28,7.619,0.000836361,0,0,0,0,0,0,0,0,0,0,0,0,0,648,66926,5.768554241,0.891049063,183.693279
S79_7_19,7,wet,1,S79,S79,LO310,0,9.88,26.1,30.4,2.4,180,0.064,1.07,28.4,0,5.72,0.103,0.083,0.136,7.6,1.33,9.779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,475,36902,5.541929133,0.899179956,146.9261404
S79_8_19,8,wet,1,S79,S79,LO310,0,9.08,0,28.8,3,0,0.101,0.446,2.68,0,4.04,0.157,0.086,0.142,7.4,1.46,10.282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,253,10286,5.025138017,0.908148257,93.86831688
S79_12_19,12,dry,1,S79,S79,ELIZA23,0,7.74,28.2,22.5,1.6,129,0.022,0.29,3.86,0,6.8,0.298,0.092,0.121,7.7,1.42,11.736,0.000655089,0,0,0,0,0,0,0,0,0,0,0,0,0,298,20069,4.955082962,0.869756302,74.52436344
S79_1_20,1,dry,2,S79,S79,ELIZA2,0,6.28,25.4,21.4,3.5,137,0.013,0.758,17.3,0,7.83,0.04,0.041,0.099,7.9,1.31,13.232,0.000159734,0,0,0,0,0,0,0,0,0,0,0,0,0,504,53594,5.434983429,0.873429781,114.6983836
S79_2_20,2,dry,2,S79,S79,ELIZA23,0,5.93,0,19.7,2.4,0,0.031,1.34,14.5,0,8.39,0.149,0.041,0.08,7.8,1.22,15.25,0.000355363,0,0,0,0,0,0,0,0,0,0,0,0,0,372,24261,5.259291019,0.88855978,117.3487542
S79_4_20,4,dry,2,S79,S79,UNK,0,4.38,29,26,4,120,0.008,2.71,72.1,0,9.09,-0.005,0.082,0.169,8,1.3,7.692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,15793,4.120651979,0.900745861,46.59105856
S79_7_20,7,wet,2,S79,S79,UNK,0,9.86,30,30.9,1.2,173,0.035,0.386,5.31,0,4.04,0.266,0.169,0.206,7.7,1.46,7.087,8.26E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,289,15259,5.078866496,0.896308516,91.86101409
S79_9_20,9,wet,2,S79,S79,UNK,0,9.03,19.8,30.2,3.2,146,0.107,0.302,3.7,0,3.3,0.238,0.119,0.158,7.4,1.47,9.304,0.000120249,0,0,0,0,0,0,0,0,0,0,0,0,0,574,40532,5.826495159,0.917178509,214.2117485
S79_10_20,10,wet,2,S79,S79,UNK,0,8.79,18.7,27,2.8,139,0.076,0.306,1.27,0,3.98,0.196,0.119,0.165,7.3,1.41,8.545,0.000174092,0,0,0,0,0,0,0,0,0,0,0,0,0,532,51662,5.453953921,0.868928422,111.5071977
S79_11_20,11,dry,2,S79,S79,PAIS1,0,10.6,0,27.2,3.8,0,0.054,0.548,3.17,0,4.05,0.152,0.056,0.15,7.3,1.87,12.467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,821,88121,5.61841658,0.837254636,89.01617517
S79_12_20,12,dry,2,S79,S79,PAIS1,0,7.98,24.4,20.2,4.7,128,0.044,0.608,6.44,0,6.95,0.154,0.052,0.088,7.6,1.24,14.091,0.000132813,0,0,0,0,0,0,0,0,0,0,0,0,0,796,49847,5.988025368,0.896464773,196.2608199
S79_2_21,2,dry,3,S79,S79,PAIS3,0,6.79,0,20,2.8,0,0.015,0.476,9.89,0,7.69,0.175,0.048,0.083,7.7,1.11,13.373,5.03E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,354,30410,4.755178972,0.810178637,42.89866261
S79_3_21,3,dry,3,S79,S79,PAIS1,0,4.39,21,25,3.6,105,0.02,0.786,6.81,0,6.28,0.168,0.06,0.096,7.5,1.25,13.021,0.000145376,0,0,0,0,0,0,0,0,0,0,0,0,0,568,52930,5.580561841,0.879920373,140.396696
S79_4_21,4,dry,3,S79,S79,PAIS3,0,5.79,19.8,24,3.5,105,0.029,0.533,7.7,0,6.57,0.131,0.056,0.095,7.8,1.1,11.579,0.000134607,0,0,0,0,0,0,0,0,0,0,0,0,0,375,23298,5.192243274,0.876043205,85.78322761
S79_5_21,5,wet,3,S79,S79,PAIS1,0,6.66,0,28.8,3.2,0,0.017,0.7,11.8,0,7.48,0.044,0.04,0.108,8,1.18,10.926,0.00079867,0,0,0,0,0,0,0,0,0,0,0,0,0,501,42964,5.443428421,0.875627044,125.7163027
S79_6_21,6,wet,3,S79,S79,PAIS2,0,8.28,22.4,29.1,4.8,119,0.012,1.19,34.5,0,7.63,-0.005,0.066,0.109,8.4,1.48,13.578,0.000617399,0,0,0,0,0,0,0,0,0,0,0,0,0,512,61727,5.478252339,0.878160831,98.18166399
S79_7_21,7,wet,3,S79,S79,PAIS2,0,9.37,31.2,28.3,3.3,156,0.103,1.93,24.5,0,4.68,0.126,0.052,0.099,7.4,1.29,13.03,0.000222551,0,0,0,0,0,0,0,0,0,0,0,0,0,419,41635,5.362647338,0.888168596,116.1155558
S79_8_21,8,wet,3,S79,S79,PAIS2,0,10.5,0,31,2.5,0,0.023,1.02,10.8,0,5.14,0.1,0.118,0.18,7.7,1.52,8.444,0.000199219,0,0,0,0,0,0,0,0,0,0,0,0,0,422,50031,5.446967681,0.90106913,141.6884702
S79_10_21,10,wet,3,S79,S79,PAIS3,0,7.93,16.1,28.8,2.7,121,0.047,0.32,6.76,0,3.23,-0.005,0.151,0.192,7.4,1.5,7.813,4.67E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,676,47801,5.832517883,0.895080581,192.3578817
